분류,시설명,행정동
어린이공원,양  지,면목제2동
어린이공원,겸  재,면목제2동
어린이공원,오거리,면목제2동
어린이공원,개나리,문정1동
어린이공원,개미,거여1동
어린이공원,거북이,송파1동
어린이공원,거여,거여1동
어린이공원,곰말,방이1동
어린이공원,굴렁쇠,문정1동
어린이공원,꿈나무,오금동
어린이공원,나루터,삼전동
어린이공원,남천,마천1동
어린이공원,늘봄,문정1동
어린이공원,능골,가락본동
어린이공원,대건,가락본동
어린이공원,도담,마천1동
어린이공원,돌마리,석촌동
근린공원,방이,방이1동
근린공원,백토,오금동
근린공원,뽕나무,잠실본동
근린공원,삼전,삼전동
근린공원,소리,문정1동
근린공원,송파,송파1동
근린공원,송파나루,잠실4동
근린공원,숯내,문정1동
근린공원,아시아,잠실본동
근린공원,연화,문정1동
근린공원,오금,오금동
근린공원,온조마루,잠실4동
근린공원,웃말,가락본동
근린공원,잠실,잠실본동
근린공원,장수,문정2동
근린공원,장지,문정2동
근린공원,천마,마천1동
근린공원,태양,풍납1동
근린공원,풍납,풍납1동
근린공원,하늘가람,잠실4동
근린공원,한양,송파1동
근린공원,한우물,문정1동
근린공원,훼밀리,문정1동
근린공원,오금지구 근린공원,오금동
어린이공원,가야금,오금동
소공원,이촌한우리공원,이촌제1동
소공원,해님공원,원효로제1동
소공원,달님공원,원효로제1동
소공원,별님공원,원효로제1동
소공원,이태원마을숲,이태원제1동
소공원,독서당공원,한남동
소공원,한남공원,한남동
소공원,이태원어린이놀이터,이태원제1동
소공원,한강대로공원,한강로동
역사공원,이태원부군당,이태원제1동
가로공원,신용산가로공원,한강로동
가로공원,한강로가로공원,한강로동
어린이공원,서계가로어린이공원,청파동
어린이공원,후암어린이공원,후암동
소공원,비상공원,이촌제1동
소공원,청탑공원,이촌제1동
소공원,사촌공원,이촌제1동
소공원,강변복지공원,이촌제1동
근린공원,마천,마천1동
근린공원,매미,잠실본동
근린공원,목련,오금동
근린공원,문정,문정1동
어린이공원,비둘기,방이1동
어린이공원,부렴,잠실본동
어린이공원,오얏골,번1동
어린이공원,벌 리,번1동
어린이공원,벌 말,번1동
소공원,박미사랑,시흥제1동
어린이공원,목화,독산제1동
어린이공원,꿈나무,독산제1동
어린이공원,정훈,독산제1동
어린이공원,무궁화,독산제1동
근린공원,금천체육공원,독산제1동
근린공원,산기슭공원,시흥제1동
근린공원,감로천생태공원,독산제1동
어린이공원,한사랑,독산제1동
어린이공원,반수,독산제1동
어린이공원,구룡,독산제1동
어린이공원,남문,독산제1동
어린이공원,동산,독산제1동
어린이공원,배미골,거여1동
어린이공원,배밭,송파1동
어린이공원,버들,문정2동
어린이공원,벌말,오금동
어린이공원,복숭아,오금동
어린이공원,봉우리,가락본동
기타,우이천가로공원,번1동
기타,월계2동쌈지(신화연립),월계1동
기타,월계2동쌈지(신우빌라),월계1동
기타,중계본동 보호수 근처,중계본동
기타,원암유치원,중계본동
기타,상계5동 쌈지마당,상계1동
기타,상계5동 간촌마을 가로공원,상계1동
기타,힐링숲,상계1동
기타,양지마을마당,중계본동
기타,공릉3동소공원,공릉1동
기타,주민소통공간,상계1동
기타,성북역,월계1동
기타,샘말공원,공릉1동
기타,산성미소지움 앞,공릉1동
기타,우남아파트 앞,월계1동
기타,석계역 굴다리,석관동
기타,월계 현대아파트앞,월계1동
기타,월계 롯데캐슬 옆,번1동
기타,불암초,중계본동
기타,불암소공원,상계1동
기타,노원골 만남의광장,상계1동
기타,천상병공원,상계1동
기타,비콘과대망사이,상계1동
기타,중계1동 소공원,중계본동
기타,소방파출소,상계1동
기타,순복음교회 뒤,상계1동
기타,순복음 목재소,상계1동
기타,상계2동 마을숲,상계1동
기타,현대 초입,상계1동
기타,간촌 인근,상계1동
기타,상계초,상계1동
기타,계상초 인근,상계1동
기타,석계역문화공원,월계1동
기타,공릉가로공원,공릉1동
기타,상계 5,상계1동
기타,한천가로공원,공릉1동
어린이공원,무지개,공릉1동
어린이공원,청  솔,공릉1동
어린이공원,송  림,공릉1동
어린이공원,배  꽃,공릉1동
어린이공원,불  암,상계1동
어린이공원,장 암,상계1동
어린이공원,꽃사슴,상계1동
어린이공원,갈 월,상계1동
어린이공원,희망,상계1동
어린이공원,인덕마을,월계1동
소공원,벼루,월계1동
소공원,중계,중계본동
문화공원,한무리,공릉1동
문화공원,등나무,중계본동
체육공원,마들,상계1동
기타,공릉 2,공릉1동
기타,간  촌,상계1동
기타,다우리,상계1동
기타,나누리,상계1동
기타,상계 10,상계1동
기타,오장골,상계1동
기타,안  산,상계1동
기타,상계 1,상계1동
기타,상계 3,상계1동
기타,공릉2(산업대앞),공릉1동
기타,쌈지마당,중계본동
기타,"우체국 옆(엠코, 태릉입구 5번 출구)",공릉1동
기타,노원역 역사문화마당,상계1동
근린공원,모랫말,길음제2동
근린공원,아름드리,길음제2동
근린공원,숭인,보문동
어린이공원,삼선,삼선동
어린이공원,범바위,안암동
어린이공원,꿈나라,보문동
어린이공원,동산,길음제2동
어린이공원,밤골,길음제2동
어린이공원,햇살,월곡제2동
어린이공원,향기,월곡제2동
어린이공원,동방,장위제1동
어린이공원,샛별,석관동
어린이공원,돌뫼,석관동
어린이공원,새소리,동선동
어린이공원,종암,종암동
어린이공원,솔향기,길음제1동
어린이공원,해맑은,길음제1동
어린이공원,한울,정릉제1동
어린이공원,솔숲,정릉제1동
어린이공원,동망봉,보문동
어린이공원,맑은숲,장위제1동
어린이공원,화랑,석관동
어린이공원,고암,종암동
근린공원,성북,동선동
근린공원,오동,길음제2동
근린공원,개운산,동선동
근린공원,청량,석관동
어린이공원,새  싹,면목제2동
어린이공원,묵  동,묵제1동
소공원,묵동소공원,묵제1동
소공원,묵1동소공원,묵제1동
소공원,코오롱하늘채앞소공원,면목제2동
기타,원당샘공원,방학제1동
기타,도로개설잔여부 휴게공원,방학제1동
기타,서울북부지방검찰청주변녹지,도봉제1동
어린이공원,물방울,창제1동
어린이공원,장 미,창제1동
어린이공원,창고개,창제1동
어린이공원,다람쥐,창제1동
어린이공원,달 내,창제1동
어린이공원,꿈동산,창제1동
어린이공원,미 화,창제1동
소공원,창3 마을공원,창제1동
소공원,창2 마을공원,창제1동
소공원,무수울 소공원,도봉제1동
소공원,무수골 소공원,도봉제1동
소공원,쌍문1구역 소공원,쌍문제1동
체육공원,다락원 체육공원,도봉제1동
기타,서울 창포원,도봉제1동
기타,방학3동,방학제1동
기타,도봉1동(1),도봉제1동
기타,쌍문1동,쌍문제1동
기타,창5동,창제1동
기타,도봉2동,도봉제1동
기타,방학1동,방학제1동
기타,도봉1동(2),도봉제1동
기타,쌍문4동(1),쌍문제1동
기타,쌍문4동(2),쌍문제1동
기타,쌍문2동,쌍문제1동
기타,발바닥공원,방학제1동
기타,방학사계광장,방학제1동
기타,도봉산역 만남의광장,도봉제1동
기타,창동 공원,창제1동
기타,방학동 공원,방학제1동
기타,방학3동 가로공원,방학제1동
기타,도봉마루공원,도봉제1동
기타,한전변전소 자투리땅 휴게공원,쌍문제1동
어린이공원,서 원,도봉제1동
어린이공원,무 수,도봉제1동
어린이공원,해 태,도봉제1동
어린이공원,갈대밭,도봉제1동
어린이공원,방 학,방학제1동
어린이공원,샘 말,방학제1동
어린이공원,개나리,방학제1동
어린이공원,생잇들,방학제1동
어린이공원,무궁화,방학제1동
어린이공원,뒷 말,방학제1동
어린이공원,사 슴,방학제1동
어린이공원,소 망,방학제1동
어린이공원,학 골,방학제1동
어린이공원,금성윗들,방학제1동
어린이공원,노 해,쌍문제1동
어린이공원,둥근달,쌍문제1동
어린이공원,꽃동네,쌍문제1동
어린이공원,샛 별,쌍문제1동
어린이공원,효 자,창제1동
어린이공원,모 랫,창제1동
어린이공원,유 만,창제1동
어린이공원,대 창,창제1동
어린이공원,창 원,창제1동
어린이공원,은행나무,창제1동
어린이공원,반 석,창제1동
어린이공원,뱃 골,창제1동
어린이공원,밤 골,창제1동
어린이공원,창 골,창제1동
어린이공원,신 창,창제1동
기타,북한산 국립공원,도봉제1동
근린공원,초안산근린공원,창제1동
근린공원,쌍문근린공원,쌍문제1동
근린공원,월천근린공원,창제1동
어린이공원,누 원,도봉제1동
어린이공원,새동네,도봉제1동
어린이공원,무지개,도봉제1동
어린이공원,양마장공원,자양제1동
어린이공원,자양공원,자양제1동
소공원,세모꼴공원,자양제1동
어린이공원,가중나무공원,화양동
어린이공원,한아름공원,화양동
어린이공원,해님공원,화양동
어린이공원,화양공원,화양동
소공원,화양동정자마당공원,성수2가제1동
어린이공원,남일공원,송정동
어린이공원,군자공원,군자동
소공원,홍련산의,구의제1동
소공원,능동소공원,능동
어린이공원,한마음공원,중곡제1동
어린이공원,긴고랑공원,중곡제1동
소공원,능동정자마당공원,군자동
어린이공원,개나리공원,구의제1동
어린이공원,목련공원,구의제1동
어린이공원,무궁화공원,구의제1동
어린이공원,장미공원,구의제1동
어린이공원,푸른동산공원,구의제1동
어린이공원,구둘공원,구의제1동
어린이공원,구의공원,구의제1동
어린이공원,명성공원,화양동
소공원,구의가로휴식공원,자양제1동
어린이공원,온달공원,광장동
어린이공원,평강공원,광장동
소공원,약초원공원,성수2가제1동
어린이공원,약초원공원,성수2가제1동
어린이공원,정말공원,자양제1동
어린이공원,자마장공원,자양제1동
어린이공원,장독골공원,자양제1동
어린이공원,언덕배기공원,자양제1동
어린이공원,금모래공원,자양제1동
어린이공원,동자공원,자양제1동
어린이공원,노유산공원,자양제1동
어린이공원,성화공원,성수2가제1동
어린이공원,중곡공원,중곡제1동
어린이공원,배나무터공원,중곡제1동
어린이공원,해오름공원,중곡제1동
소공원,미성,서원동
어린이공원,약수,서원동
소공원,삼육,보라매동
어린이공원,양산,서원동
어린이공원,합실,서원동
소공원,행운동,보라매동
어린이공원,봉천,보라매동
소공원,까치산,보라매동
소공원,남태령제2,남현동
어린이공원,목화,서원동
어린이공원,대협,서원동
어린이공원,인헌,보라매동
어린이공원,충효,보라매동
어린이공원,해바라기,서원동
어린이공원,영락,보라매동
어린이공원,오성,서원동
어린이공원,미림,서원동
소공원,도덕,서원동
어린이공원,남강,서원동
소공원,하늘소공원,홍은제1동
어린이공원,모래내어린이공원,남가좌제1동
어린이공원,가재울어린이공원,남가좌제1동
어린이공원,북아현어린이공원,북아현동
어린이공원,한성어린이공원,북아현동
어린이공원,너른바위어린이공원,북아현동
근린공원,복주산근린공원,북아현동
소공원,아현역소공원,북아현동
소공원,남가좌동소공원,남가좌제1동
어린이공원,남가좌동어린이공원,남가좌제1동
어린이공원,연희푸르지오어린이공원,연희동
어린이공원,백련어린이공원,홍은제1동
어린이공원,남이마을어린이공원,남가좌제1동
어린이공원,연남어린이공원,남가좌제1동
어린이공원,실락어린이공원,홍은제1동
어린이공원,바람산어린이공원,신촌동
근린공원,독립근린공원,천연동
어린이공원,가좌어린이공원,남가좌제1동
어린이공원,개나리어린이공원,남가좌제1동
근린공원,창천근린공원,신촌동
근린공원,홍제근린공원,홍제제1동
소공원,기차길옆소공원,충현동
어린이공원,독립문어린이공원,천연동
어린이공원,연서어린이공원,연희동
어린이공원,북가좌정원지구어린이공원,북가좌제1동
어린이공원,홍은동어린이공원,홍은제1동
소공원,아름다운소공원,홍제제1동
근린공원,중앙근린공원,북가좌제1동
어린이공원,솟대어린이공원,남가좌제1동
어린이공원,나비울어린이공원,북가좌제1동
소공원,홍은3소공원,홍은제1동
어린이공원,거꾸로어린이공원,북가좌제1동
소공원,문화소공원,홍제제1동
소공원,한울소공원,남가좌제1동
소공원,무궁화소공원,홍제제1동
근린공원,궁동근린공원,연희동
어린이공원,명수어린이공원,북아현동
문화공원,대현문화공원,신촌동
어린이공원,문화촌어린이공원,홍제제1동
어린이공원,불천어린이공원,홍제제1동
어린이공원,은가어린이공원,북가좌제1동
근린공원,백련근린공원,홍은제1동
어린이공원,동구물어린이공원,연희동
어린이공원,궁뜰어린이공원,연희동
어린이공원,궁말어린이공원,연희동
어린이공원,대궐재어린이공원,연희동
어린이공원,연희어린이공원,연희동
어린이공원,신가어린이공원,북가좌제1동
어린이공원,해담는어린이공원,북가좌제1동
어린이공원,다람쥐어린이공원,연희동
어린이공원,모랫재어린이공원,홍제제1동
어린이공원,상암곡어린이공원,홍제제1동
어린이공원,홍남어린이공원,홍은제1동
어린이공원,홍연어린이공원,홍은제1동
어린이공원,한라,서원동
어린이공원,서광,서원동
문화공원,창천문화공원,신촌동
근린공원,까치산근린공원,보라매동
어린이공원,봉림,서원동
어린이공원,쑥고개,서원동
어린이공원,난곡,서원동
어린이공원,신라,서원동
어린이공원,학다리,보라매동
어린이공원,용담,보라매동
어린이공원,원당,보라매동
어린이공원,교체,보라매동
어린이공원,청룡,보라매동
어린이공원,모래내,보라매동
소공원,연주대,서원동
어린이공원,태양,서원동
어린이공원,사우촌,서원동
어린이공원,약수,보라매동
어린이공원,탑골,보라매동
어린이공원,장미,보라매동
도시농업공원,용마도시자연공원,면목제2동
어린이공원,상록,남현동
어린이공원,남현,남현동
어린이공원,예촌,남현동
어린이공원,난우,서원동
어린이공원,남부,서원동
어린이공원,새들,서원동
어린이공원,색동,서원동
어린이공원,새숲,서원동
소공원,장군봉,서원동
어린이공원,은천,보라매동
어린이공원,국회단지,보라매동
어린이공원,송학,보라매동
어린이공원,신화,서원동
어린이공원,미도,서원동
어린이공원,무궁화,서원동
근린공원,장군봉근린공원,서원동
어린이공원,비안,보라매동
어린이공원,국사봉,보라매동
어린이공원,꿈에그린어린이공원,영등포본동
소공원,문래소공원,문래동
소공원,인스빌1 소공원,문래동
소공원,인스빌2 소공원,문래동
소공원,꽃담 소공원,당산제2동
소공원,(가칭)신길14재정비촉진구역 소공원,영등포본동
소공원,당산역 소공원,당산제2동
소공원,파밀리에 소공원,신길제5동
소공원,도리미 소공원,도림동
소공원,새말소공원,당산제2동
소공원,이음소공원,당산제2동
소공원,당산나루소공원,당산제2동
소공원,(가칭)모아미래도 소공원,문래동
소공원,(가칭)당산4구역 소공원,당산제2동
소공원,(가칭)신길7재정비촉진구역 소공원,영등포본동
소공원,(가칭)신길11재정비촉진구역 소공원,영등포본동
역사공원,(가칭)영등포1-4구역 역사공원,영등포동
소공원,(가칭)신길5재정비촉진구역 소공원,영등포본동
어린이공원,(가칭)신길5구역어린이공원,영등포본동
근린공원,상도근린공원,보라매동
어린이공원,호박골,서원동
어린이공원,해태,서원동
어린이공원,당곡,보라매동
어린이공원,군아파트,남현동
근린공원,당산근린공원,당산제1동
근린공원,메낙골근린공원,영등포본동
어린이공원,중앙어린이공원,영등포동
어린이공원,평화어린이공원,여의동
어린이공원,자유어린이공원,여의동
어린이공원,강마을어린이공원,당산제2동
어린이공원,양남어린이공원,양평제1동
어린이공원,산성어린이공원,신길제5동
어린이공원,다사랑어린이공원,신길제5동
어린이공원,고추말어린이공원,도림동
어린이공원,대림어린이공원,신길제5동
어린이공원,서강어린이공원,영등포동
어린이공원,원지어린이공원,신길제5동
어린이공원,동심어린이공원,신길제5동
어린이공원,두암어린이공원,신길제5동
어린이공원,신우어린이공원,신길제5동
근린공원,양화폭포근린공원,양평제2동
근린공원,영등포근린공원,영등포본동
어린이공원,양평어린이공원,양평제2동
어린이공원,영일어린이공원,영등포본동
근린공원,중마루근린공원,영등포동
근린공원,신길근린공원,영등포본동
근린공원,문래근린공원,문래동
근린공원,자매근린공원,여의동
어린이공원,신일어린이공원,영등포본동
