후보지,연결개수,최소거리
창3동 마을마당,1,13171926.9800
개포근린공원,1,13288511.9700
[04]족구장B 위쪽,1,13316337.2000
방화6단지,1,13440843.8200
수서개나리공원,1,13590621.6600
하늬공원,1,13613386.4800
하왕1-5구역,1,13871765.4000
당현천,1,14021317.9700
독산자연공원,1,14100604.2700
큰골근린공원,1,14168561.6800
옹달샘약수터,1,14260519.4600
서빙고공원,1,14318184.9600
아리수,1,14321345.8000
노원역 역사문화마당,1,14329182.5600
서초구민체육센터,1,14364786.8300
방화동성,1,14399230.2000
삿갓봉,1,14496893.5600
미리내공원,1,14674921.2200
마들근린공원테니스장,1,14856380.7500
현석동마을마당,1,14876089.2700
대치교~영동6교_남단,1,15026206.5600
동작주차,1,15057054.0800
래미안퍼스티지,1,15060640.9100
만남공원,1,15090274.6500
쌍용아파트 앞_북단,1,15111068.6300
어린이야구연습장,1,15694284.3700
계남근린공원테니스장,1,15803723.9700
세곡동 근린공원1,1,15928717.8300
천왕역소공원,1,16003825.9300
만  남,1,16021199.3200
하늘가람,1,16114767.0700
아현새싹소공원,1,16378367.7800
달  빛,1,16381718.9000
배밭근린공원,1,16386603.5400
수서택지개발(대모산부근),1,16535748.8600
등촌주공 8단지,1,16565889.5200
서일문화체육센터,1,16614293.1200
우면산 도시자연공원,1,16853233.3400
은평인공암벽장,1,16939334.6800
녹번1-2지구 주택재개발정비구역내소공원,1,16946260.9800
구로구민체육센터,1,16978540.5500
다락원체육공원 테니스장,1,17536161.3100
살곶이야구장,1,17592013.9000
가양 9-2단지,1,17612654.2600
응암1동마을마당,1,17681245.8900
두레공원,1,17932033.5900
오금풋살구장,1,18328531.4500
마곡수명산파크 3단지,1,18828827.8900
대창어린이공원,1,19731133.9900
