,Unnamed: 0,FACI_NM,FACI_GB_CD,FACI_GB_NM,FCOB_CD,FCOB_NM,FTYPE_CD,FTYPE_NM,FACI_STAT,FACI_ROAD_POST,FACI_ROAD_ADDR1,FACI_ROAD_ADDR2,FACI_POST,FACI_ADDR1,FACI_ADDR2,FACI_POINT_X,FACI_POINT_Y,서울유무
13985,67958,용강나루소공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 마포구 용강동 506,,126.942274,37.541866999999996,서울
14019,68106,우장산롯데캐슬,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강서구 화곡6동,,126.84954499999999,37.556396,서울
14092,68368,유만어린이공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 도봉구 창4동,,127.05279399999999,37.650174,서울
14099,68413,유호배드민턴장,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 금천구 시흥4동,,126.91191200000002,37.463367,서울
14109,68443,은평구립축구장,P,공공,P02,축구장,P0201,축구장,정상운영,3311.0,서울특별시 은평구 진관1로 46 (진관동),,3311.0,서울특별시 은평구 진관동 362-2 은평구립축구장,,126.92358109999999,37.63044199,서울
14110,68444,은평인공암벽장,P,공공,P22,기타시설,P2201,기타시설,정상운영,3306.0,서울특별시 은평구 통일로 1078 (진관동),,3306.0,서울특별시 은평구 진관동 70-16 은평 인공암벽장,,126.9171612,37.63883853,서울
14122,68464,응암어린이공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 은평구 응암1동,,126.923529,37.601721999999995,서울
14138,68593,이화어린이공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 노원구 중계4동,,127.078427,37.656717,서울
14178,68708,자양어린이공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,5090.0,서울특별시 광진구 뚝섬로34길 25-19 (자양동),,5090.0,서울특별시 광진구 자양동 792 현대10차아파트,,127.0704499,37.53322491,서울
14188,68753,잠실보조경기장,P,공공,P01,육상경기장,P0101,육상경기장,정상운영,5500.0,서울특별시 송파구 올림픽로 25 (잠실동),,5500.0,서울특별시 송파구 잠실동  10 서울종합운동장,,127.0759403,37.51619977,서울
14189,68754,잠실실내체육관,P,공공,P09,체육관,P0901,구기체육관,정상운영,5500.0,서울특별시 송파구 올림픽로 25 (잠실동),,5500.0,서울특별시 송파구 잠실동  10 서울종합운동장,,127.0759403,37.51619977,서울
14190,68756,잠원동주민센터,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 잠원동,,127.013958,37.514865,서울
14191,68758,잠원스포츠파크,P,공공,P09,체육관,P0903,생활체육관,정상운영,6510.0,서울특별시 서초구 신반포로23길 66 (잠원동),,6510.0,서울특별시 서초구 잠원동 71-10 잠원스포츠센터,,127.0049767,37.51099465,서울
14192,68759,잠원스포프파크,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 반포3동,,127.005253,37.51093,서울
14193,68760,잣나무산림욕장,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 금천구 시흥2동,,126.924031,37.450815000000006,서울
14275,69079,좌월어린이공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 은평구 갈현2동,,126.91311999999999,37.617165,서울
14303,69134,중동어린이공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 마포구 중동 228,,126.9104507,37.56846262,서울
14306,69137,중랑문화체육관,P,공공,P09,체육관,P0903,생활체육관,정상운영,2261.0,서울특별시 중랑구 사가정로72길 47 (면목동),,2261.0,서울특별시 중랑구 면목동 519 중랑문화체육관,,127.09576170000001,37.57941383,서울
14320,69161,중앙배드미턴장,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 종로구 사직동 산1-9,,126.966563,37.57806041,서울
14325,69181,중앙화곡하이츠,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강서구 화곡1동,,126.84368500000001,37.535719,서울
14377,69337,창골어린이공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 도봉구 창1동,,127.04879,37.643346,서울
14392,69360,창원어린이공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 도봉구 창5동,,127.040297,37.653134,서울
14396,69365,창전동마을마당,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 마포구 창전동 443-1,,126.9293155,37.54691276,서울
14397,69366,창전어린이공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 마포구 창전동 35-28,,126.929154,37.55016346,서울
14407,69421,천보어린이공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 노원구 중계본동,,127.079599,37.651108,서울
14462,69567,초안산근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 노원구 월계2동,,127.04926599999999,37.630283,서울
14463,69568,초안산근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 도봉구 창1동,,127.040566,37.647899,서울
14464,69569,초안산근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 노원구 월계2동,,127.049373,37.641102000000004,서울
